Business Name,Business Startdate,City,State,Street Direction,Street Name,Street Number,Street Suffix,Zip,Business Class,Reason for Applying,Latitude,Longitude,Location
ADVANTAGE TREE SERVICE & RECOVERY,08/31/2011,CHATTANOOGA,TN,,HANOVER,1007,ST,37405,,1 - New Business,35.0712679390001,-85.293987793,"(35.0712679390001, -85.293987793)"
TRD PHOTOGRAPHY,09/16/2010,CHATTANOOGA,TN,,HIGHWAY 58,5030,,37416,,1 - New Business,35.095127975,-85.176396202,"(35.095127975, -85.176396202)"
VIP CLEANERS # 2,03/15/2004,CHATTANOOGA,TN,E,BRAINERD,8174,RD,37421,,1 - New Business,,,
CUTTIN UP BEAUTY SALON/MYRA S TURNER,03/02/2005,CHATTANOOGA,TN,,HIXSON,4121,PIKE,37405,,1 - New Business,35.115469418,-85.254880107,"(35.115469418, -85.254880107)"
EWKM NETWORK,04/26/2007,CHATTANOOGA,TN,N,MORGAN,5712,LN,37415,,1 - New Business,,,
HAIR IT IS,11/04/2014,CHATTANOOGA,TN,,NORTHGATE MALL,255,DR,37415,,1 - New Business,35.130482726,-85.239478837,"(35.130482726, -85.239478837)"
COLLINS AND ARNOLD CONSTRUCTION CO LLC,10/04/2012,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,00000,,1 - New Business,,,
QUICK FIX,08/20/2010,CHATTANOOGA,TN,,HAMILTON PLACE,2100,BLVD,37421,,1 - New Business,35.0345349300001,-85.158710836,"(35.0345349300001, -85.158710836)"
WALL BUILDERS INC,10/01/1999,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
CLB CONTRACTING LLC,10/01/2006,CHATTANOOGA,TN,,VARIOUS LOCATIONS,999,,37402,,1 - New Business,,,
COMPUTERWORKS INC,02/15/1995,CHATTANOOGA,TN,,SHALLOWFORD,6925,RD,37421-1709,,1 - New Business,35.044683918,-85.160269034,"(35.044683918, -85.160269034)"
CERTIFIED RECYCLING LLC,01/01/2009,CHATTANOOGA,TN,,WHEELER,2001,AVE,37406,,1 - New Business,,,
SOUTHERN CELLULOSE PRODUCTS INC,11/01/2005,CHATTANOOGA,TN,W,45TH,103,ST,37410-1602,,1 - New Business,,,
ELLIS & HARRIS SCENTED CANDLES,09/30/2010,CHATTANOOGA,TN,,HOLLYBRRY,119,LN,37411,,1 - New Business,35.0200300750001,-85.238192477,"(35.0200300750001, -85.238192477)"
RENT-ALL STORE INC,01/01/2003,CHATTANOOGA,TN,,DODDS,2510,AVE,37407-1244,,1 - New Business,35.0115212700001,-85.275481354,"(35.0115212700001, -85.275481354)"
BOLEY CUSTOM WOODWORKS,04/01/2013,CHATTANOOGA,TN,,VANCE,1704,AVE,37404,,1 - New Business,35.0316629500001,-85.2798038079999,"(35.0316629500001, -85.2798038079999)"
JANNAWALL INC,05/01/2012,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
PRACTICAL CPR TRAINING,08/08/2015,CHATTANOOGA,TN,,MEADOWBROOK,2301,TRL,37421,,1 - New Business,35.0566445260001,-85.17419417,"(35.0566445260001, -85.17419417)"
COLD STONE CREAMERY,05/19/2008,CHATTANOOGA,TN,,CHESTNUT,100,ST,37402,,1 - New Business,35.0551269040001,-85.3126188969999,"(35.0551269040001, -85.3126188969999)"
OUTLOOK LANDSCAPING,02/06/2002,CHATTANOOGA,TN,,RUBIO,1722,ST,37406,,1 - New Business,35.0540105540001,-85.2676999729999,"(35.0540105540001, -85.2676999729999)"
KINGSLEY ELECTRIC,08/19/1986,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
PLAYERS GAME & TOURNMENT ROOM,05/20/2011,CHATTANOOGA,TN,,HIGHWAY 58,4762,,37416,,1 - New Business,35.0882340740001,-85.1886372709999,"(35.0882340740001, -85.1886372709999)"
FOTO FANTASY @ TN AQUARIUM,10/11/2013,CHATTANOOGA,TN,,BROAD,1,ST,37402,,1 - New Business,35.0558498890001,-85.3110255249999,"(35.0558498890001, -85.3110255249999)"
DONNIE'S AUTO SALES,12/06/1999,CHATTANOOGA,TN,,ROSSVILLE,2829,BLVD,37407,,1 - New Business,35.0125823980001,-85.2947233469999,"(35.0125823980001, -85.2947233469999)"
"ARTISTIC CONCRETE DESIGN, LLC",10/01/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
HAND AND HAND ELECTRICAL,05/11/2012,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
SCENIC CITY ENTERPRISES LLC,04/01/2011,CHATTANOOGA,TN,,KINGS LAKE,4423,CYN,37416,,1 - New Business,35.089691782,-85.211801344,"(35.089691782, -85.211801344)"
INSIGHT CREATIVE TECH,04/23/2015,CHATTANOOGA,TN,,LYTLE,511,ST,37405,,1 - New Business,35.0673201390001,-85.299853634,"(35.0673201390001, -85.299853634)"
ERIC M NOVELLI GENERAL CONTRACTING,05/12/2014,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
GRANADOS TIRE,12/16/2009,CHATTANOOGA,TN,,DODDS,4700,AVE,37407,,1 - New Business,34.988572441,-85.287671426,"(34.988572441, -85.287671426)"
M & E PROPERTY MGT SERVICE LLC,03/01/2007,CHATTANOOGA,TN,,2ND,2906,AVE,37407,,1 - New Business,35.009672171,-85.286255485,"(35.009672171, -85.286255485)"
FEDEX OFFICE & PRINT SERVICES INC,01/01/1997,CHATTANOOGA,TN,,BRAINERD,5646,RD,37411,,1 - New Business,35.011091838,-85.214159857,"(35.011091838, -85.214159857)"
A CUP A DAY,04/06/2013,CHATTANOOGA,TN,,HWY 58,4817,,37416,,1 - New Business,35.0906580910001,-85.185461642,"(35.0906580910001, -85.185461642)"
GLASSCOCK DEVELOPMENTS INC,05/15/1987,HIXSON,TN,,DAYTON,6212,BLVD,37343,,1 - New Business,35.1739461010001,-85.2519725079999,"(35.1739461010001, -85.2519725079999)"
LOCAL RESTAURANT MARKETING AND DEVELOPMENT,07/01/2013,CHATTANOOGA,TN,,ST ELMO,4704,,37409,,1 - New Business,34.996437805,-85.329596883,"(34.996437805, -85.329596883)"
NEW U FITNESS & MOTIVATION,07/16/2015,CHATTANOOGA,TN,,N GERMANTOWN,315,RD,37410,,1 - New Business,,,
INNOVATIVE PROCESSING SOLUTIONS LLC,11/08/2004,CHATTANOOGA,TN,,PRESERVATION,6125,DR,37416,,1 - New Business,35.0758303310001,-85.186582658,"(35.0758303310001, -85.186582658)"
ACCENT UPHOLSTERY INC,09/01/1999,CHATTANOOGA,TN,,LEE,6845,HWY,37421,,1 - New Business,35.0418653620001,-85.16783143,"(35.0418653620001, -85.16783143)"
BROGDON JOSEPH CONSTRUCTION INC,10/01/2008,SODDY DAISY,TN,,BREAM HOLLOW,1804,LN,37379,,1 - New Business,,,
MATTIE'S HAIR SALON,01/18/1995,CHATTANOOGA,TN,,MC CALLIE,1605,AVE,37406,,1 - New Business,35.037512011,-85.2784893,"(35.037512011, -85.2784893)"
"AARON'S SATELLITES, LLC",11/15/2011,CHATTANOOGA,TN,,SIGNAL MOUNTAIN BLVD,1028,,37405,,1 - New Business,35.1059510200001,-85.333002813,"(35.1059510200001, -85.333002813)"
DAVIS HEATING & A/C INC,01/27/1998,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
OFFICE DEPOT #2156,09/28/2001,HIXSON,TN,,HWY 153,5756,,37343,,1 - New Business,35.1558157490001,-85.248617628,"(35.1558157490001, -85.248617628)"
G & K SERVICES CO,04/01/1998,CHATTANOOGA,TN,,BROAD,1819,ST,37408,,1 - New Business,35.034187063,-85.313380251,"(35.034187063, -85.313380251)"
"ARBOR ENVIRONMENTAL SERVICES, INC.",06/18/2014,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,Ck,37402,,1 - New Business,,,
MAY FLOWERS LLC,01/10/2013,CHATTANOOGA,TN,,HANOVER,1310,ST,37405,,1 - New Business,35.0678030990001,-85.288711419,"(35.0678030990001, -85.288711419)"
AMARA FRANCHISE GROUP INC,01/21/2011,CHATTANOOGA,TN,,CUMMINGS,2821,HWY,37419,,1 - New Business,35.021330065,-85.36037411,"(35.021330065, -85.36037411)"
SODEXO OPERATIONS 63112001-006,08/15/2015,CHATTANOOGA,TN,,E 3RD,975,ST,37403,,1 - New Business,,,
ACE HARDWARE OF EAST BRAINERD,06/08/1998,CHATTANOOGA,TN,E,BRAINERD,8164,RD,37421-4301,,1 - New Business,,,
INSTANT SIGN SERVICE,05/13/2002,HIXSON,TN,,HWY 153,5503,,37343,,1 - New Business,35.1421837130001,-85.2488764129999,"(35.1421837130001, -85.2488764129999)"
SCOTT LABORATORY SOLUTIONS LLC,06/01/2009,CHATTANOOGA,TN,,VARIOUS LOCATO,9999,,37402,,1 - New Business,,,
H2 SERVICES LLC,03/01/2015,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
HEALTHCARE BILLING SVCS INC,04/02/2002,CHATTANOOGA,TN,,HIGHWAY 58,4419,,37416,,1 - New Business,35.084584131,-85.200514507,"(35.084584131, -85.200514507)"
FRIENDS OF THE FESTIVAL INC,06/06/1985,CHATTANOOGA,TN,,HAMM,180,RD,37405,,1 - New Business,35.0550358450001,-85.326120768,"(35.0550358450001, -85.326120768)"
HOODS PAWN,10/15/2012,CHATTANOOGA,TN,,BROWNS FERRY,304,RD,37419,,1 - New Business,,,
CIRCLE K,09/14/2015,CHATTANOOGA,TN,,TENNESSEE,3729,AVE,37409,,1 - New Business,35.0119352230001,-85.326956756,"(35.0119352230001, -85.326956756)"
KOG PROPERTIES,07/26/2010,CHATTANOOGA,TN,E,8TH,818,ST,37403,,1 - New Business,,,
CHAVEZ LANDSCAPING,05/20/2012,CHATTANOOGA,TN,,RIDGEWAY,304,DR,37415,,1 - New Business,,,
BERG HOME REPAIR,05/01/2011,CHATTANOOGA,TN,,SHALLOWFORD,5950,RD,37421,,1 - New Business,35.054140669,-85.1948239019999,"(35.054140669, -85.1948239019999)"
STAR CONSTRUCTION LLC,07/01/1989,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
NATURAL INSPIRATIONS,10/20/2010,CHATTANOOGA,TN,E,BRAINERD,7301,RD,37428,,1 - New Business,,,
NEW IMAGE SERVICES,03/01/2010,CHATTANOOGA,TN,,VARIOUS,0,,37402,,1 - New Business,,,
"EL PAISANO TAX SERVICE, LLC",08/04/2014,CHATTANOOGA,TN,,ROSSVILLE,2909,BLVD,37407,,1 - New Business,35.0115074300001,-85.294411305,"(35.0115074300001, -85.294411305)"
PREFERRED COMMERICAL FLOOR COVERING,05/29/2007,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
GASTONBURY BUILDERS,01/03/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
E & F ENTERPRISE,07/13/2011,CHATTANOOGA,TN,,NORTH CHAMBERLAIN,3011,AVE,37406,,1 - New Business,,,
HERTZ EQUIPMENT RENTAL CORP,04/04/1997,CHATTANOOGA,TN,E,24TH ST,1913,PL,37404,,1 - New Business,,,
MAX DEMOLITION AND HOME REPAIR,10/01/2013,CHATTANOOGA,TN,,4TH,3503,AVE,37407,,1 - New Business,35.003173186,-85.2876703649999,"(35.003173186, -85.2876703649999)"
THE NOOGA NOSHERY,11/01/2013,CHATTANOOGA,TN,,CHESTNUT,819,ST,37402,,1 - New Business,35.0465360330001,-85.311719524,"(35.0465360330001, -85.311719524)"
AVAYA INC,04/01/2002,CHATTANOOGA,TN,,CHAPMAN,2114,RD,37421,,1 - New Business,35.0560325760001,-85.1883924749999,"(35.0560325760001, -85.1883924749999)"
RB INSTALLATION,08/11/2010,CHATTANOOGA,TN,,ROBIN GLENN,2510,DR,37421,,1 - New Business,35.0527577840001,-85.1572666879999,"(35.0527577840001, -85.1572666879999)"
7 DAYS EXPRESS RELAX,09/01/2013,CHATTANOOGA,TN,,NORTHGATE MALL,271,DR,37415,,1 - New Business,35.130373402,-85.239254084,"(35.130373402, -85.239254084)"
STAR CPR,11/15/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,0000,,1 - New Business,,,
IT'S ABOUT THAT TIME LAWN SERVICE,07/01/2013,CHATTANOOGA,TN,,SHAWHAN,4323,RD,37411,,1 - New Business,35.039740544,-85.2242367869999,"(35.039740544, -85.2242367869999)"
RICK'S GUITAR ROOM,10/16/2009,HIXSON,TN,,HIXSON,6415,PIKE,37343,,1 - New Business,35.1570616010001,-85.196985114,"(35.1570616010001, -85.196985114)"
DS WATERS OF AMERICA INC,02/01/2013,OOLTEWAH,TN,,TRANSPORT,8925,LN,37363,,1 - New Business,35.105662313,-85.0535326149999,"(35.105662313, -85.0535326149999)"
KAN METAL RECYCLING,04/01/2012,CHATTANOOGA,TN,,HOOKER,1194,RD,37407,,1 - New Business,34.9865576760001,-85.297412067,"(34.9865576760001, -85.297412067)"
DENISE'S HAIR CARE,08/20/1984,CHATTANOOGA,TN,,BRAINERD,3661,RD,37411,,1 - New Business,35.0232906260001,-85.2437848279999,"(35.0232906260001, -85.2437848279999)"
WINDOW WORLD OF CHATT INC,01/01/2005,CHATTANOOGA,TN,,POWERS,3769,CT,37416,,1 - New Business,35.0726594820001,-85.196690218,"(35.0726594820001, -85.196690218)"
CUSTOM CARS,02/01/2012,CHATTANOOGA,TN,,OCOEE,6709,ST,37421,,1 - New Business,35.066726655,-85.155978647,"(35.066726655, -85.155978647)"
LANGLEY CONSTRUCTION CONTRACTING,06/01/2012,CHATTANOOGA,TN,,DUDLEY,9130,RD,37421,,1 - New Business,34.9996084580001,-85.149375689,"(34.9996084580001, -85.149375689)"
DARREN REINICHE,04/01/2011,CHATTANOOGA,TN,,GEORGIA,412,AVE,37403,,1 - New Business,35.0518467420001,-85.304591801,"(35.0518467420001, -85.304591801)"
PURYEAR CONSTRUCTION CO INC,10/01/1995,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
HEARTWOOD LAND MANAGEMENT,05/14/2015,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
GREGORY VENDING,10/01/2006,CHATTANOOGA,TN,,VINE,541,ST,37403,,1 - New Business,35.0487593300001,-85.3017930299999,"(35.0487593300001, -85.3017930299999)"
"O'DELL'S GROCERY, LLC",05/01/2015,CHATTANOOGA,TN,,CUMMINGS,3010,HWY,37419,,3 - Purchase of Existing Business,35.019844231,-85.366609032,"(35.019844231, -85.366609032)"
"SIGN CO, INC",05/05/1995,CHATTANOOGA,TN,,VARIOUS LOCATIONS,999,,37402,,1 - New Business,,,
O'CHARLEY'S #226,09/15/1992,CHATTANOOGA,TN,,SHALLOWFORD VILLAGE,2340,DR,37421,,1 - New Business,35.0441496990001,-85.1559008249999,"(35.0441496990001, -85.1559008249999)"
APPLIED OXIDATION LLC,09/12/2011,CHATTANOOGA,TN,,CHEROKEE,100,BLVD,37405,,1 - New Business,35.0635977600001,-85.3112527169999,"(35.0635977600001, -85.3112527169999)"
LITTLE CAESARS,11/15/1999,HIXSON,TN,,HWY 153,5510,,37343,,1 - New Business,35.143365746,-85.248935508,"(35.143365746, -85.248935508)"
JONES CONSTRUCTION CO,01/01/1989,CHATTANOOGA,TN,,BENNINGTON,1818,DR,37406,,1 - New Business,35.048770957,-85.2299404939999,"(35.048770957, -85.2299404939999)"
HOMESERVE USA CORP,11/15/2010,CHATTANOOGA,TN,,PREMIER,1232,DR,37421,,1 - New Business,35.0123886210001,-85.189531498,"(35.0123886210001, -85.189531498)"
MASONARY CONTRACTOR,02/25/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
BRYANT DON CO,05/01/1992,CHATTANOOGA,TN,,HERITAGE BUSINESS,6716,CT,37421,,1 - New Business,35.0357064730001,-85.174993145,"(35.0357064730001, -85.174993145)"
G R EDWARDS REAL ESTATE,09/29/1997,CHATTANOOGA,TN,,HIXSON,4845,PIKE,37343,,1 - New Business,35.1284214900001,-85.247611303,"(35.1284214900001, -85.247611303)"
OPERATIONS MANAGEMENT INTERNATIONAL INC,07/01/2003,CHATTANOOGA,TN,N,ACCESS,4501,RD,37415,,1 - New Business,,,
CODE JOURNEYMEN LLC,09/10/2012,CHATTANOOGA,TN,,CHEROKEE,100,BLVD,37405,,1 - New Business,35.0635977600001,-85.3112527169999,"(35.0635977600001, -85.3112527169999)"
EXCLUISIVE KICKS,04/01/2016,CHATTANOOGA,TN,,BRAINERD,3661,ROAD,37411,,1 - New Business,35.0232906260001,-85.2437848279999,"(35.0232906260001, -85.2437848279999)"
CROWN ELECTRIC COMPANY,04/25/2005,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
RICHARD SHAWBITZ DBA CIVIL PROCESS DELIVERY,07/12/2013,CHATTANOOGA,TN,,LEE,6860,HWY,37421,,1 - New Business,35.041296946,-85.1671391959999,"(35.041296946, -85.1671391959999)"
STEIN MART INC #201,07/29/1999,CHATTANOOGA,TN,,GUNBARREL,2020,RD,37421,,1 - New Business,35.0300874210001,-85.153150862,"(35.0300874210001, -85.153150862)"
TALBOTS #216,10/26/1990,CHATTANOOGA,TN,,HAMILTON PLACE,2121,BLVD,37421,,1 - New Business,35.039044646,-85.158555577,"(35.039044646, -85.158555577)"
MOBILITY AT HOME LLC,05/15/2014,CHATTANOOGA,TN,E,BRAINERD,6307,RD,37421,,1 - New Business,,,
ASIA BUFFETT,12/23/2005,CHATTANOOGA,TN,,LEE,6901,HWY,37421,,1 - New Business,35.043075409,-85.167352732,"(35.043075409, -85.167352732)"
MALON D MIMMS CO LLC,05/22/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,00000,,1 - New Business,,,
THE PLANT LADY,05/01/2011,CHATTANOOGA,TN,,VARIOUS LOCATION,999,,37402,,1 - New Business,,,
MARSHALL'S #815,09/20/2001,HIXSON,TN,,HWY 153,5503,,37343,,1 - New Business,35.1421837130001,-85.2488764129999,"(35.1421837130001, -85.2488764129999)"
CHATTANOOGA ROLLER GIRLS,07/01/2010,CHATTANOOGA,TN,,GLENROY,1827,AVE,37415,,1 - New Business,35.0870580050001,-85.296954609,"(35.0870580050001, -85.296954609)"
RITE AID #11909,,CHATTANOOGA,TN,E,BRAINERD,7354,RD,37421,,1 - New Business,,,
WATTS INC,04/01/2011,HIXSON,TN,,HIXSON,6462,PIKE,37343,,1 - New Business,35.1585400540001,-85.1941991469999,"(35.1585400540001, -85.1941991469999)"
MARKS & MORGAN JEWELERS #1958,01/01/2001,CHATTANOOGA,TN,,HAMILTON PLACE,2100,BLVD,37421,,1 - New Business,35.0345349300001,-85.158710836,"(35.0345349300001, -85.158710836)"
IGNIS GLASS LLC,02/20/2002,CHATTANOOGA,TN,,ROSSVILLE,1800,AVE,37408,,1 - New Business,35.0323807250001,-85.3033233209999,"(35.0323807250001, -85.3033233209999)"
MAVERICKS,11/05/2009,CHATTANOOGA,TN,,CHEROKEE,100,BLVD,37405,,1 - New Business,35.0635977600001,-85.3112527169999,"(35.0635977600001, -85.3112527169999)"
D & D VENTURES USA INC,08/15/2009,HIXSON,TN,,CREEKSIDE PRESERVE,5004,DR,37343,,1 - New Business,35.1279194030001,-85.2164024099999,"(35.1279194030001, -85.2164024099999)"
"1,000 WORDS PHOTOGRAPHY",07/01/2013,CHATTANOOGA,TN,,FOREST HIGHLAND,3904,CIR,37415,,1 - New Business,35.11344344,-85.2681921989999,"(35.11344344, -85.2681921989999)"
"GMBSHAIR, INC",08/01/2003,CHATTANOOGA,TN,,JOHN DOUGLASS,6024,DR,37421,,1 - New Business,35.054669871,-85.184592639,"(35.054669871, -85.184592639)"
CHATTANOOGA WHOLESALE TRUCKS INC,02/01/2005,CHATTANOOGA,TN,,ALTON PARK,3015,BLVD,37410,,1 - New Business,35.018788941,-85.312843919,"(35.018788941, -85.312843919)"
COUNCIL FIRE,03/18/1992,CHATTANOOGA,TN,,COUNCIL FIRE,100,DR,37421,,1 - New Business,34.9864391610001,-85.172173372,"(34.9864391610001, -85.172173372)"
"J & J TILE, LLC",01/18/2012,SODDY DAISY,TN,E,RIDGE TRAIL,8641,RD,37379,,1 - New Business,,,
"DLP CONSTRUCTION COMPANY, INC",12/17/2012,HIXSON,TN,,HWY 153,5724,,37343,,1 - New Business,35.153604327,-85.248779185,"(35.153604327, -85.248779185)"
DALTON COMMUNICATIONS INC,11/01/2014,CHATTANOOGA,TN,,RIVERSIDE,2511,DR,37406,,1 - New Business,35.070261509,-85.261468048,"(35.070261509, -85.261468048)"
INNER CITY ELECTRICAL HEAT & AIR CO,04/04/2001,CHATTANOOGA,TN,,EAST BRAINERD,7710,RD,37421,,1 - New Business,,,
LESLIE'S CASUALS,04/01/2011,HIXSON,TN,,HIXSON,5502,PIKE,37343,,1 - New Business,35.144091878,-85.225682534,"(35.144091878, -85.225682534)"
TEAM CONTRACTING LLC,12/11/2009,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
HAPPY TRAILS CAR CARE,02/01/2008,CHATTANOOGA,TN,,SHALLOWFORD,7308,RD,37421,,1 - New Business,35.0411832880001,-85.152985028,"(35.0411832880001, -85.152985028)"
LA COSINA RESTAURANTE MEXICANO,02/15/2011,HIXSON,TN,,HWY 153,5425,,37343,,1 - New Business,35.137805051,-85.2476531739999,"(35.137805051, -85.2476531739999)"
GONDOLIER PIZZA,05/08/1989,CHATTANOOGA,TN,,LEE,6901,HWY,37421,,1 - New Business,35.043075409,-85.167352732,"(35.043075409, -85.167352732)"
DG DECONSTRUCTION LLC,06/12/2012,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
DICKINSON PLUMBING & SEWER CO INC,07/08/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,00000,,1 - New Business,,,
WAKEFIELD CORPORATION,10/01/1999,CHATTANOOGA,TN,,VARIOUS LOCATIONS,99999,,37402,,1 - New Business,,,
HAYWARD BAKER INC,10/01/2001,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
MONARCH FINANCIAL GROUP,06/01/2010,HIXSON,TN,,NORTHGATE PARK,2120,LN,37343,,1 - New Business,35.1340328260001,-85.2408017879999,"(35.1340328260001, -85.2408017879999)"
DOWNER CONTRACTING,11/10/1987,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
GLASS STREET LOUNGE LLC,01/01/2014,CHATTANOOGA,TN,,GLASS,2302,ST,37406,,1 - New Business,,,
ANTHROPOLOGIE INC,11/21/2014,CHATTANOOGA,TN,,MARKET,1110,ST,37402,,1 - New Business,35.042790376,-85.308815598,"(35.042790376, -85.308815598)"
APNA BAZAR #1,01/01/2007,CHATTANOOGA,TN,,LEE,7010,HWY,37421,,1 - New Business,35.045520111,-85.1603731879999,"(35.045520111, -85.1603731879999)"
VOLUNTEER VIRTUAL,02/01/2012,CHATTANOOGA,TN,,IVY,1715,ST,37404,,1 - New Business,35.0394615340001,-85.275301865,"(35.0394615340001, -85.275301865)"
PLUMBER OF NASHVILLE,12/20/2011,NASHVILLE,TN,,5TH AVE NORTH,1880,,37208,,1 - New Business,,,
JAMES HANDS,10/27/2008,CHATTANOOGA,TN,,ROGERS,3611,RD,37411,,1 - New Business,35.0302099950001,-85.241924774,"(35.0302099950001, -85.241924774)"
"AFM CONSTRUCTION, INC",07/01/2011,CHATTANOOGA,TN,,VOLKSWAGEN,7200,DR,37416,,1 - New Business,,,
SHISHKABIBBLE,10/16/2014,CHATTANOOGA,TN,,DURHAM,1219,DR,37421,,1 - New Business,35.0111823070001,-85.176570192,"(35.0111823070001, -85.176570192)"
B & D CATERING,04/01/2010,CHATTANOOGA,TN,,OPAL,7838,DR,37416,,1 - New Business,35.082521592,-85.171555761,"(35.082521592, -85.171555761)"
SOKODEE ASIAN MARKET,09/01/2009,CHATTANOOGA,TN,,LEE,6933,HWY,37421,,1 - New Business,35.044007177,-85.166687387,"(35.044007177, -85.166687387)"
HAMILTON HOMES LLC,05/22/2009,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
COFFELT ELECTRIC,01/02/2012,HIXSON,TN,,EAGLE,1615,DR,37343,,1 - New Business,35.167317391,-85.206035936,"(35.167317391, -85.206035936)"
RYCON CONSTRUCTION INC,02/02/2015,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
CHAMP'S PET STORE,01/01/2010,CHATTANOOGA,TN,,LENNY,1139,LN,37421,,1 - New Business,35.009344158,-85.162942938,"(35.009344158, -85.162942938)"
ENVIRONMENTAL ABATEMENT INC.,09/10/2014,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37075,,1 - New Business,,,
SPANKY AND COMPANY SMOKEHOUSE,04/01/2016,HARRISON,TN,,HWY 58,6306,,37341,,1 - New Business,35.124322018,-85.125205432,"(35.124322018, -85.125205432)"
"NORTRAX, INC",11/01/2010,CHATTANOOGA,TN,,BONNY OAKS,4301,DR,37416,,1 - New Business,35.081060757,-85.2087727379999,"(35.081060757, -85.2087727379999)"
FUNNY CARS LLC,11/18/2010,CHATTANOOGA,TN,,RIVER,221,ST,37405,,1 - New Business,35.061915153,-85.306091942,"(35.061915153, -85.306091942)"
SWANCEY WULF DESIGNS,11/20/2012,CHATTANOOGA,TN,,13TH,3004,AVE,37407,,1 - New Business,35.005905124,-85.2758443179999,"(35.005905124, -85.2758443179999)"
BLUFF VIEW INN INC  - THOMPSON,10/22/1998,CHATTANOOGA,TN,,HIGH,212,ST,37403,,1 - New Business,35.0543271500001,-85.30523887,"(35.0543271500001, -85.30523887)"
BATTERY BUDDY,10/25/2011,CHATTANOOGA,TN,,ROSSVILLE,3514,BLVD,37407,,1 - New Business,35.00293242,-85.292083895,"(35.00293242, -85.292083895)"
TOTAL SAFETY CONCEPTS,06/10/2010,CHATTANOOGA,TN,,OAKWOOD,4025,DR,37416,,1 - New Business,35.0902709160001,-85.190574898,"(35.0902709160001, -85.190574898)"
GLOBAL FINANCIAL INVESTMENT GROUP,09/20/2013,CHATTANOOGA,TN,,ROY,305,ST,37409,,1 - New Business,35.0093949220001,-85.331320161,"(35.0093949220001, -85.331320161)"
AMERICAN INDUSTRIAL CONTRACTORS,01/01/2012,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
MAGELLAN TERMINALS HOLDINGS LP,02/17/2000,CHATTANOOGA,TN,,JERSEY,4235,PIKE,37421,,1 - New Business,35.068997288,-85.193347822,"(35.068997288, -85.193347822)"
DISCOUNT TOBACCO & BEER ETC,09/01/2012,CHATTANOOGA,TN,,LEE,7000,HWY,37421,,1 - New Business,35.0452444040001,-85.1610630009999,"(35.0452444040001, -85.1610630009999)"
EPIC SPORTS BAR AND GRILL LLC,04/01/2016,CHATTANOOGA,TN,,SHALLOWFORD,6925,ROAD,37421,,1 - New Business,35.044683918,-85.160269034,"(35.044683918, -85.160269034)"
MOTIVA ENTERPRISES LLC,06/01/2013,CHATTANOOGA,TN,,JERSEY,4326,PIKE,37416,,1 - New Business,35.070445561,-85.190101801,"(35.070445561, -85.190101801)"
DREAM TECH HOMES LLC,01/23/2014,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
GRAVITT ROOFING INC,01/01/2007,CHATTANOOGA,TN,,ROSSVILLE,3500,BLVD,37407,,1 - New Business,35.003284367,-85.292180495,"(35.003284367, -85.292180495)"
